 array_element_name	array_element_type	organism	is_control	locus	description	chromosome
245739_at	oligonucleotide	Arabidopsis thaliana	no	AT1G44110	Cyclin A1;(source:Araport11)	1
252094_at	oligonucleotide	Arabidopsis thaliana	no	AT3G51260	20S proteosomal alpha subunits.  Interacts with SnRK, SKP1/ASK1 during proteasomal binding of an SCF ubiquitin ligase.	3
250770_at	oligonucleotide	Arabidopsis thaliana	no	AT5G05390	putative laccase,  a member of laccase family of genes (17 members in Arabidopsis).	5
267327_at	oligonucleotide	Arabidopsis thaliana	no	AT2G19410	U-box domain-containing protein kinase family protein;(source:Araport11)	2
256275_at	oligonucleotide	Arabidopsis thaliana	no	AT3G12110	Encodes an actin that is expressed predominantly during reproductive development.	3
263562_at	oligonucleotide	Arabidopsis thaliana	no	AT2G15420	myosin heavy chain-like protein;(source:Araport11)	2
262098_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56170	Encodes a protein with similarity to a subunit of  the CCAAT promoter motif binding complex of yeast.One of two members of this class (HAP5B) and expressed in vegetative and reproductive tissues. Involved in the regulation of response to nutrient levels.	1
248108_at	oligonucleotide	Arabidopsis thaliana	no	AT5G55130	putative molybdopterin synthase sulphurylase (cnx5)	5
265439_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21045	senescence-associated protein	2
256439_at	oligonucleotide	Arabidopsis thaliana	no	AT3G10920	manganese superoxide dismutase (MSD1)	3
248452_at	oligonucleotide	Arabidopsis thaliana	no	AT5G51300	Encodes a nuclear localized splicing factor homolog that is involved in alternative splicing of some mRNAs.	5
265174_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G23460	Pectin lyase-like superfamily protein;(source:Araport11)	1
252891_at	oligonucleotide	Arabidopsis thaliana	no	AT4G39410	Encodes a member of the Group II-c WRKY Transcription Factor family that is involved in stem development and has been shown to  directly bind to the promoter of NST2. WRKY13 binds to the promoter of DCD to upregulate its expression and hydrogen sulfide production to enhance plant cadmium tolerance. Mutants show a weak stem phenotype and show decreased expression of lignin-synthesis-related genes.	4
260283_at	oligonucleotide	Arabidopsis thaliana	no	AT1G80480	plastid transcriptionally active 17;(source:Araport11)	1
260426_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72370	acidic protein associated to 40S ribosomal subunit of ribosomes. Involved in polysome formation during active protein synthesis. Expressed in actively growing tissue.	1
259332_at	oligonucleotide	Arabidopsis thaliana	no	AT3G03830	SAUR-like auxin-responsive protein family;(source:Araport11)	3
249398_at	oligonucleotide	Arabidopsis thaliana	no	AT5G40250	RING/U-box superfamily protein;(source:Araport11)	5
260859_at	oligonucleotide	Arabidopsis thaliana	no	AT1G43780	serine carboxypeptidase-like 44;(source:Araport11)	1
263385_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40170	Encodes a group 1 LEA gene that is activated by direct binding of ABI5 to its promoter and is involved in response to ABA. Is required for normal seed development. Involved in regulating the timing of desiccation tolerance and rate of water loss during seed maturation.	2
251750_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55710	UDP-Glycosyltransferase superfamily protein;(source:Araport11)	3
255342_at	oligonucleotide	Arabidopsis thaliana	no	AT4G04510	Encodes a cysteine-rich receptor-like protein kinase.	4
260021_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30010	Analysis of the RNA profiles of wild-type and mutant plants establishes a role for nMAT1 in the trans-splicing of nad1 intron 1 and in the cis-splicing of nad2 intron 1 and nad4 intron 2.	1
250855_at	oligonucleotide	Arabidopsis thaliana	no	AT5G04730	Ankyrin-repeat containing protein;(source:Araport11)	5
259424_at	oligonucleotide	Arabidopsis thaliana	no	AT1G13830	Carbohydrate-binding X8 domain superfamily protein;(source:Araport11)	1
256933_at	oligonucleotide	Arabidopsis thaliana	no	AT3G22600	Glycosylphosphatidylinositol (GPI)-anchored LTPg protein, downregulated in syncytia induced by the beet cyst nematode Heterodera schachtii and root knot nematode Meloidogyne incognita. Infection with bacteria (Pseudomonas syringae) and fungi (Botrytis cinerea) leads to the induction of the gene in leaves.	3
254254_at	oligonucleotide	Arabidopsis thaliana	no	AT4G23330	hypothetical protein;(source:Araport11)	4
260944_at	oligonucleotide	Arabidopsis thaliana	no	AT1G45130	beta-galactosidase 5;(source:Araport11)	1
248898_at	oligonucleotide	Arabidopsis thaliana	no	AT5G46370	Encodes AtTPK2 (KCO2), a member of the Arabidopsis thaliana K+ channel family of AtTPK/KCO proteins. AtTPK2 is targeted to the vacuolar membrane. May form homomeric ion channels in vivo.	5
249498_at	oligonucleotide	Arabidopsis thaliana	no	AT5G39230	TFIIB zinc-binding protein;(source:Araport11)	5
262083_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56100	Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11)	1
249275_at	oligonucleotide	Arabidopsis thaliana	no	AT5G41870	Pectin lyase-like superfamily protein;(source:Araport11)	5
256503_at	oligonucleotide	Arabidopsis thaliana	no	AT1G75250	RAD-like 6;(source:Araport11)	1
259482_at	oligonucleotide	Arabidopsis thaliana	no	AT1G19090	receptor-like serine/threonine kinase (RKF2)	1
255407_at	oligonucleotide	Arabidopsis thaliana	no	AT4G03480	Ankyrin repeat family protein;(source:Araport11)	4
256383_at	oligonucleotide	Arabidopsis thaliana	no	AT1G66820	glycine-rich protein;(source:Araport11)	1
248901_at	oligonucleotide	Arabidopsis thaliana	no	AT5G46410	Encodes a SCP1-like small phosphatase (SSP).  Three SSPs form a unique group with long N-terminal extensions: AT5G46410 (SSP4), AT5G11860 (SSP5), AT4G18140 (SSP4b). SSP4 and SSP4b were localized exclusively in the nuclei, whereas SSP5 accumulated in both nuclei and cytoplasm. All three SSPs encodes active CTD phosphatases like animal SCP1 family proteins, with distinct substrate specificities: SSP4 and SSP4b could dephosphorylate both Ser2-PO(4) and Ser5-PO(4) of CTD, whereas SSP5 dephosphorylated only Ser5-PO(4). The mRNA is cell-to-cell mobile.	5
263171_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54115	Involved in cation (Na and K) homeostasis.	1
252258_at	oligonucleotide	Arabidopsis thaliana	no	AT3G49450	F-box and associated interaction domains-containing protein;(source:Araport11)	3
252886_at	oligonucleotide	Arabidopsis thaliana	no	AT4G39350	Encodes a cellulose synthase isomer, related to CESA6.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening. The mRNA is cell-to-cell mobile.	4
247814_at	oligonucleotide	Arabidopsis thaliana	no	AT5G58310	Encodes a protein shown to have methyl IAA esterase activity in vitro. This protein does not act on methyl JA, MeSA, MeGA4, or MEGA9 in vitro.	5
266458_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47710	Adenine nucleotide alpha hydrolases-like superfamily protein;(source:Araport11)	2
260341_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69170	Encodes SPL6. Required for the resistance mediated by the TIR-NB-LRR RPS4 against Pseudomonas syringae carrying the avrRps4 effector. Transcriptome analysis indicates that SPL6 positively regulates a subset of defense genes.	1
252854_at	oligonucleotide	Arabidopsis thaliana	no	AT4G39370	Encodes a ubiquitin-specific protease.	4
255171_at	oligonucleotide	Arabidopsis thaliana	no	AT4G07990	Chaperone DnaJ-domain superfamily protein;(source:Araport11)	4
249874_at	oligonucleotide	Arabidopsis thaliana	no	AT5G23070	Encodes a thymidine kinase that salvages DNA precursors. The pyrimidine salvage pathway is crucial for chloroplast development and genome replication, as well as for the maintenance of its integrity.	5
267471_at	oligonucleotide	Arabidopsis thaliana	no	AT2G30390	Encodes one of two ferrochelatase genes in Arabidopsis. Ferrochelatase is the terminal enzyme of heme biosynthesis.  FC-II is speculated to operate in photosynthetic cytochromes.	2
260690_at	oligonucleotide	Arabidopsis thaliana	no	AT1G32340	Encodes a protein whose sequence is similar to tobacco hairpin-induced gene (HIN1) and Arabidopsis non-race specific disease resistance gene (NDR1). Expression is not detected under normal conditions and in response to cucumber mosaic virus or spermine.	1
253441_at	oligonucleotide	Arabidopsis thaliana	no	AT4G32560	paramyosin-like protein;(source:Araport11)	4
265328_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18200	transmembrane protein;(source:Araport11)	2
266997_at	oligonucleotide	Arabidopsis thaliana	no	AT2G34410	Encodes a homolog of the protein Cas1p known to be involved in polysaccharide O-acetylation in Cryptococcus neoformans.  Has high similarity to RWA2 whose mutant displays reduced acetylation. The protein is expressed in the Golgi and is involved in the acetylation of xylan during secondary wall biosynthesis.	2
251301_at	oligonucleotide	Arabidopsis thaliana	no	AT3G61880	Encodes a cytochrome p450 monooxygenase.  Overexpression of this gene allows fruit growth independently of fertilization.  The gene is normally expressed only in floral organs(during the Arabidopsis stage 14 flower) and in the funiculus at anthesis.	3
264322_at	oligonucleotide	Arabidopsis thaliana	no	AT1G04190	Encodes one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones.	1
246066_at	oligonucleotide	Arabidopsis thaliana	no	AT5G19400	Encodes SMG7, a protein that possesses an evolutionarily conserved EST1 domain and exhibits strong homology to human SMG6 (EST1A) and SMG7 (EST1C) proteins.  SMG7 plays an evolutionarily conserved role in nonsense-mediated RNA decay (NMD). Required for exit from meiosis.  Hypomorphic smg7 alleles render mutant plants sterile by causing an unusual cell-cycle arrest in anaphase II that is characterized by delayed chromosome decondensation and aberrant rearrangement of the meiotic spindle. Disruption of SMG7 causes embryonic lethality.	5
258846_at	oligonucleotide	Arabidopsis thaliana	no	AT3G03070	NADH-ubiquinone oxidoreductase-like protein;(source:Araport11)	3
255430_at	oligonucleotide	Arabidopsis thaliana	no	AT4G03320	Encodes a component of the TIC (translocon at the inner envelope membrane of chloroplasts) protein translocation machinery mediating the protein translocation across the inner envelope of plastids. The Arabidopsis genome encodes four Tic20 homologous proteins, AT1G04940(Tic20-I), AT2G47840(Tic20-II), AT4G03320(Tic20-IV) and AT5G55710(Tic20-V).	4
250714_at	oligonucleotide	Arabidopsis thaliana	no	AT5G06140	Homolog of yeast retromer subunit VPS5.  Part of a retromer-like protein complex involved in endosome to lysosome protein transport. In roots it co-localizes with the PIN2 auxin efflux carrier. Involved in endocytic sorting of membrane proteins including PIN2, BOR1 and BRI1.	5
252851_at	oligonucleotide	Arabidopsis thaliana	no	AT4G40080	ENTH/ANTH/VHS superfamily protein;(source:Araport11)	4
259865_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72710	Encodes a member of the casein kinase 1 protein family that is localized to the cytoplasm and nucleus. The mRNA is cell-to-cell mobile.	1
255188_at	oligonucleotide	Arabidopsis thaliana	no	AT4G07325	replication-like protein;(source:Araport11)	4
250036_at	oligonucleotide	Arabidopsis thaliana	no	AT5G18340	One of three tandemly located, paralogous plant U-box proteins. Mutants show increased sensitivity to water stress. E3 ligase which acts as a regulator in the heat response signaling pathway. Over-expressing AtPUB48 could induce the expression of the heat-related genes (HSP101, HSP70, HSP25.3, HSFA2, and ZAT12). Enhances plant resistance to heat stress during seed germination and seedling growth.	5
251040_at	oligonucleotide	Arabidopsis thaliana	no	AT5G02250	Encodes a exoribonuclease involved in rRNA processing in mitochondria and chloroplasts.Loss of function mutations are pale green and require supplementation with sucrose for germination and early development. Plants are pale green due to defects in chloroplast biogenesis.	5
247593_at	oligonucleotide	Arabidopsis thaliana	no	AT5G60790	member of GCN subfamily	5
263990_at	oligonucleotide	Arabidopsis thaliana	no	AT2G42810	Encodes a phytochrome-specific type 5 serine/threonine protein phosphatase. It dephosphorylates active Pfr-phytochromes. Controls light signal flux by enhancing phytochrome stability and affinity for a signal transducer. The gene is alternately spliced. This variant is an integral membrane protein localized to the ER and nuclear envelope. Belongs to one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones.  It also regulates tetrapyrrole biosynthesis through the accumulation of Mg-ProtoIX and acts as a negative regulator of photosynthesis associated nuclear gene expression during chloroplast biogenesis and development.	2
259222_at	oligonucleotide	Arabidopsis thaliana	no	AT3G03680	Encodes a m-type thioredoxin (Trx-m1) localized in chloroplast stroma.	3
263203_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05490	Involved in gene silencing. Locus-specific regulator of 24nt-siRNA expression, works together with CLSY1-4 as the master regulators of essentially all Pol-IV-dependent 24nt-siRNAs.	1
263204_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05490	Involved in gene silencing. Locus-specific regulator of 24nt-siRNA expression, works together with CLSY1-4 as the master regulators of essentially all Pol-IV-dependent 24nt-siRNAs.	1
259642_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69030	BSD domain-containing protein;(source:Araport11)	1
264493_at	oligonucleotide	Arabidopsis thaliana	no	AT1G27440	IRX10 was identified as MUCI69 in a reverse genetic screen for MUCILAGE-RELATED genes. Mutations in this gene did not disrupt mucilage properties, likely due to the presence of the functionally redundant IRX10-L.	1
252983_at	oligonucleotide	Arabidopsis thaliana	no	AT4G37980	NADPH-dependent cinnamaldehyde and hexenal reductase involved in the production of green leaf volitile compounds.	4
254944_at	oligonucleotide	Arabidopsis thaliana	no	AT4G10930	RING/U-box protein;(source:Araport11)	4
254945_at	oligonucleotide	Arabidopsis thaliana	no	AT4G10930	RING/U-box protein;(source:Araport11)	4
248107_at	oligonucleotide	Arabidopsis thaliana	no	AT5G55190	A member of RAN GTPase gene family. Encodes a small soluble GTP-binding protein. Likely to be involved in nuclear translocation of proteins.  May also be involved in cell cycle progression.	5
245801_at	oligonucleotide	Arabidopsis thaliana	no	AT1G46912	F-box associated ubiquitination effector family protein;(source:Araport11)	1
